name,genre
Arei no Kagami: Way to the Virgin Space,"Action, Adventure, Sci-Fi, Space"
Arete Hime,"Fantasy, Magic"
Argento Soma,"Action, Adventure, Drama, Mecha, Military, Sci-Fi"
Argento Soma Special,"Action, Mecha, Sci-Fi"
Ari Ningen Monogatari,
Ari to Kirigirisu,"Kids, Music"
Ari-chan,"Comedy, Music"
Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Aria The Natural,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Aria The Origination,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life"
Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life"
Arigatou Thank You,"Comedy, Kids, Music, Sci-Fi, Space"
Arion,"Action, Adventure, Drama, Fantasy, Magic, Seinen"
Ark,"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural"
Ark IX,Action
Armageddon,"Action, Adventure, Sci-Fi"
Armitage III,"Action, Adventure, Mecha, Police, Romance, Sci-Fi"
Armitage III: Dual-Matrix,"Action, Adventure, Mecha, Sci-Fi"
Armitage III: Poly-Matrix,"Action, Adventure, Mecha, Military, Police, Romance, Sci-Fi"
Around,Slice of Life
Arrow Emblem Grand Prix no Taka,"Cars, Drama, Sports"
Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical"
Arslan Senki (TV),"Action, Adventure, Drama, Fantasy, Historical, Shounen"
Arslan Senki (TV) OVA,"Adventure, Fantasy, Historical, Shounen"
Arslan Senki (TV) Specials,Comedy
Arslan Senki (TV): Dakkan no Yaiba,"Action, Adventure, Drama, Fantasy, Historical, Supernatural"
Arslan Senki (TV): Fuujin Ranbu,"Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural"
Aru Hi Inu no Kuni kara Tegami ga Kite,"Drama, Shoujo"
Aru Machi Kado no Monogatari,"Drama, Music, Romance"
Aru Tabibito no Nikki,"Adventure, Fantasy"
Aru Tabibito no Nikki Specials,"Adventure, Fantasy"
Aru Zombie Shoujo no Sainan,"Action, Horror"
Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller"
Asa ga Kuru mae ni: Sasurai Version,"Music, Romance"
Asa kara Zusshiri Milk Pot,Hentai
Asa made Jugyou Chu!,"Comedy, Ecchi, Romance, School"
Asagiri no Miko,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural"
Asako Get You!!,"Comedy, Romance, School, Seinen, Slice of Life"
Asari-chan,"Comedy, Shoujo, Slice of Life"
Asari-chan: Ai no Marchen Shoujo,"Adventure, Shoujo, Slice of Life"
Asatte Dance,"Comedy, Drama, Ecchi, Romance, Seinen"
Asatte no Houkou.,"Drama, Supernatural"
Asgaldh: The Distortion Testament,Hentai
Ashiaraiyashiki no Juunin-tachi.,"Action, Fantasy, Seinen, Supernatural"
Ashita Tenki ni Naare,Sports
Ashita e Attack!,"Drama, School, Sports"
Ashita e Free Kick,Sports
Ashita e Mukau Hito,Music
Ashita no Joe,"Drama, Sports"
Ashita no Joe (Movie),"Action, Drama, Sports"
Ashita no Joe 2,"Drama, Sports"
Ashita no Joe 2 (Movie),"Drama, Sports"
Ashita no Joe Pilots,"Drama, Sports"
Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo"
Ashita no Yukinojou,"Hentai, Romance, School, Sports"
Asobi ni Iku yo!,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
Asobi ni Iku yo!: Asobi ni Oide,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
Asobi ni Iku yo!: Asobi ni Oide - Owari,Comedy
Asobot Senki Gokuu,"Comedy, Sci-Fi"
Asobou! Hello Kitty,"Adventure, Fantasy, Kids"
Assemble Insert,"Comedy, Police, Sci-Fi"
Astarotte no Omocha!,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen"
Astarotte no Omocha! EX,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen"
Astro Boy: Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power"
Astroganger,"Action, Mecha, Sci-Fi"
Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen"
Asura,"Drama, Historical"
Asura Cryin&#039;,"Action, Mecha, Supernatural"
Asura Cryin&#039; 2,"Action, Mecha, Supernatural"
Asylum Session,"Sci-Fi, Seinen"
Atama Yama,"Comedy, Dementia, Fantasy"
Atarashii Sekai,Music
Atashin&#039;chi,"Comedy, Slice of Life"
Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Comedy
Atashin&#039;chi Movie,Comedy
Attack No.1,"Drama, Shoujo, Sports"
Attacker You!,"Action, Romance, Shoujo, Sports"
Attraction,Mystery
Auction: Bijo Dorei,Hentai
Aura Battler Dunbine,"Adventure, Mecha, Sci-Fi"
Aura Battler Dunbine OVA,"Adventure, Mecha, Sci-Fi"
Aura: Maryuuin Kouga Saigo no Tatakai,"Comedy, Drama, Romance, School, Supernatural"
Avenger,"Adventure, Fantasy, Sci-Fi, Shounen"
Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen"
Awake,"Action, Mecha, Parody, Sci-Fi"
Ayakashi,"Action, Fantasy, Horror, Sci-Fi"
Ayakashi: Japanese Classic Horror,"Fantasy, Historical, Horror"
Ayane-chan High Kick!,"Comedy, Shounen, Sports"
Ayashi no Ceres,"Adventure, Comedy, Drama, Horror, Psychological, Romance, Shoujo, Supernatural"
Ayatsuri Haramase DreamNote,Hentai
Azuki-chan,"Comedy, Romance, Shoujo, Slice of Life"
Azuki-chan the Movie,"Comedy, Romance, Shoujo, Slice of Life"
Azumanga Daioh,"Comedy, School, Slice of Life"
Azumanga Daioh: Gekijou Tanpen,"Comedy, School, Slice of Life"
Azumanga Web Daioh,"Comedy, School, Slice of Life"
"Azusa, Otetsudai Shimasu!","Comedy, Sci-Fi, Slice of Life, Sports"
B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen"
B Who I Want 2 B,Music
B&#039;T X,"Adventure, Mecha, Sci-Fi, Shounen"
B&#039;T X Neo,"Action, Adventure, Shounen"
B-Densetsu! Battle Bedaman,"Adventure, Fantasy, Kids, Shounen"
B-Densetsu! Battle Bedaman Enkon,"Adventure, Comedy, Kids, Shounen"
B-Project: Kodou＊Ambitious,"Music, Shoujo"
BaBuKa: Gokudou no Tsuma,Hentai
Bab Mook Ja,Slice of Life
Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural"
Babel Nisei (1992),"Action, Mecha, Sci-Fi"
Babel Nisei (2001),"Action, Adventure, Mystery, Sci-Fi, Shounen, Supernatural"
Baby Baachan,"Comedy, Drama"
Baby Princess 3D Paradise 0 [Love],"Ecchi, Harem, Seinen"
Baby Steps,"Romance, School, Shounen, Sports"
Baby Steps 2nd Season,"Romance, School, Shounen, Sports"
Baby☆Love,"Comedy, Romance"
Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural"
Baccano! Specials,"Action, Comedy, Historical, Mystery, Seinen, Supernatural"
Backkom,"Comedy, Kids"
Backkom 2,"Comedy, Kids"
Backkom Meogeujan Yeohaeng,"Adventure, Comedy, Kids, Magic"
Backkom Mission Impossible,"Comedy, Kids, Parody"
Backkom Specials,"Comedy, Kids, Super Power"
Backkom Sports,"Comedy, Kids, Sports"
Backkom: Jung-gug Gijeogwi,"Comedy, Kids"
Bacterial Contamination,"Dementia, Horror, Music"
Bad Boys,Comedy
Bad End,Hentai
Badaui Jeonseol Jangbogo,"Action, Adventure, Comedy, Mystery"
Baguda-jou no Touzoku,"Adventure, Historical, Romance"
Baka Baka Baka na Sekai,"Comedy, Dementia, Military"
Baka Misérables,"Music, Parody"
Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,Hentai
Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power"
Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, School, Super Power"
Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,"Comedy, Magic"
Baka to Test to Shoukanjuu Specials,"Comedy, Magic, School"
Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power"
Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,"Comedy, Parody"
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,"Comedy, School"
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"Comedy, Romance"
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,"Comedy, Romance, School, Super Power"
Bakabon Osomatsu no Karee wo Tazunete Sansenri,Comedy
Bakegyamon,"Action, Game, Shounen"
Bakemono no Ko,"Adventure, Supernatural"
Bakemonogatari,"Mystery, Romance, Supernatural, Vampire"
Bakemonogatari Recap,"Mystery, Romance, Supernatural"
Bakkyuu HIT! Crash Bedaman,Adventure
Baku Ane: Otouto Shibocchau zo! The Animation,Hentai
Baku Tech! Bakugan,"Action, Game, Shounen"
Bakuen Campus Guardress,"Action, Comedy, School, Shounen, Supernatural"
Bakugan Battle Brawlers,"Action, Fantasy, Game"
Bakugan Battle Brawlers: Gundalian Invaders,"Action, Adventure, Fantasy, Game, Shounen"
Bakugan Battle Brawlers: Mechtanium Surge,"Action, Adventure, Fantasy, Game, Shounen"
Bakugan Battle Brawlers: New Vestroia,"Adventure, Fantasy, Game, Shounen"
Bakuhatsu Sunzen!! Tenshi no Countdown,"Comedy, Hentai, Yuri"
Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game"
Bakuman.,"Comedy, Romance, Shounen"
Bakuman. 2nd Season,"Comedy, Drama, Romance, Shounen"
Bakuman. 2nd Season Special,Comedy
Bakuman. 3rd Season,"Comedy, Drama, Romance, Shounen"
Bakuman. 3rd Season Specials,Comedy
Bakuman.: Deraman.,"Comedy, School, Shounen"
Bakumatsu Gijinden Roman,"Fantasy, Historical"
Bakumatsu Kikansetsu Irohanihoheto,"Action, Drama, Historical, Samurai"
Bakumatsu Rock,"Action, Comedy, Historical, Music, Shoujo"
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,Music
Bakumatsu no Spasibo,Historical
Bakunyuu Bomb,Hentai
Bakunyuu Maid Kari,Hentai
Bakunyuu Oyako,"Hentai, School"
Bakunyuu Shimai,Hentai
Bakuon!!,"Comedy, Seinen, Slice of Life"
Bakuretsu Hunters,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural"
Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power"
Bakuretsu Tenshi,"Adventure, Comedy, Mecha, Sci-Fi"
Bakuretsu Tenshi: Infinity,"Action, Comedy, Mecha, Sci-Fi, Shounen"
Bakuretsu Tenshi: Infinity Specials,"Action, Mecha, Sci-Fi"
Bakusou Kyoudai Let&#039;s &amp; Go,"Adventure, Cars, Shounen, Sports"
Bakusou Kyoudai Let&#039;s &amp; Go MAX,"Cars, Shounen, Sports"
Bakusou Kyoudai Let&#039;s &amp; Go WGP,"Cars, Shounen, Sports"
Bakusou Kyoudai Let&#039;s &amp; Go!! WGP Bousou Mini Yonku Daitsuiseki,"Adventure, Cars, Shounen, Sports"
Bakuten Shoot Beyblade,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
Bakuten Shoot Beyblade 2002,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
Bakuto Sengen Daigander,"Adventure, Mecha, Sci-Fi, Shounen"
Baldr Force Exe Resolution,"Action, Drama, Mecha, Sci-Fi"
Balloon,Dementia
Balthus: Tia no Kagayaki,"Action, Hentai, Romance"
Bamboo Bears,Comedy
Bamboo Blade,"Comedy, School, Seinen, Sports"
Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy, Parody, Sci-Fi"
Bamboo Blade: Fanfu-Fufe-Fo,"Comedy, Parody"
Bananya,"Comedy, Kids, Slice of Life"
Band of Ninja,Action
Bannou Bunka Neko-Musume,"Adventure, Comedy, Mecha, Sci-Fi, Seinen"
Bannou Bunka Neko-Musume (1998),"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi"
Bannou Bunka Neko-Musume Specials,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
Bannou Yasai Ninninman,"Comedy, Supernatural"
Baoh Raihousha,"Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power"
Bara no Hana to Joe,"Drama, Kids"
Barakamon,"Comedy, Slice of Life"
Barakamon: Mijikamon,Comedy
Barbapapa,"Comedy, Fantasy"
Barbapapa Sekai wo Mawaru,"Adventure, Comedy"
Bari Bari Densetsu,"Action, Drama, Shounen, Sports"
Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports"
Bartender,"Drama, Seinen, Slice of Life"
Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural"
Basquash!,"Ecchi, Mecha, Shounen, Sports"
Bastard!!: Ankoku no Hakaishin,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen"
Batain Lai!! Minami no Shima no Mizu Monogatari,"Historical, Slice of Life"
Batman: Gotham Knight,"Action, Adventure, Martial Arts"
Baton,"Adventure, Sci-Fi"
Batsu &amp; Terry,"Comedy, Drama, School, Shounen, Sports"
Battery,"Drama, Slice of Life, Sports"
Battle Athletess Daiundoukai,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports"
Battle Athletess Daiundoukai (TV),"Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports"
Battle Break,"Action, Kids"
Battle Can²,"Action, Hentai, Sci-Fi"
Battle Programmer Shirase,"Comedy, Ecchi, Sci-Fi"
Battle Royal High School,"Action, Horror, Martial Arts, Super Power, Supernatural"
Battle Spirits: Brave,"Action, Shounen"
Battle Spirits: Burning Soul,"Action, Kids"
Battle Spirits: Heroes,"Action, Shounen"
Battle Spirits: Ryuuko no Ken,"Action, Comedy, Martial Arts, Shounen"
Battle Spirits: Shounen Gekiha Dan,"Action, Game, Shounen"
Battle Spirits: Shounen Toppa Bashin,"Game, Shounen"
Battle Spirits: Sword Eyes,"Action, Shounen"
Battle Spirits: Sword Eyes Gekitouden,Shounen
Bavel no Hon,Kids
Baymax,"Drama, Music, Sci-Fi, Slice of Life"
Bayonetta: Bloody Fate,"Action, Demons, Fantasy, Super Power"
Be Blues! Ao ni Nare,"Shounen, Sports"
Be-Bop Highschool,"Comedy, School, Seinen"
Be-Boy Kidnapp&#039;n Idol,"Drama, Shounen Ai"
Be-yond,Hentai
Beast Saga,"Action, Kids, Sci-Fi, Shounen"
Beast Wars Neo,"Action, Adventure, Mecha, Shounen, Super Power"
Beast Wars Second Chou Seimeitai Transformers,"Action, Mecha, Sci-Fi"
Beast Wars Second: LioConvoy in Imminent Danger!,"Action, Adventure, Sci-Fi"
Beat Shot!!,"Ecchi, Sports"
Beautiful World,"Action, Drama, Mecha, Music, Sci-Fi"
Beck,"Comedy, Drama, Music, Shounen, Slice of Life"
Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural"
Beelzebub Specials,"Action, Comedy, Demons, School, Shounen, Supernatural"
Beelzebub: Hirotta Akachan wa Daimaou!?,"Action, Comedy, Demons, School, Shounen, Supernatural"
Beer Mukashi Mukashi,Historical
Beet the Vandel Buster,"Adventure, Fantasy, Shounen, Supernatural"
Beet the Vandel Buster Excellion,"Adventure, Fantasy, Shounen, Supernatural"
Behind a Smile,"Action, Demons, Music"
Believe,"Action, Music, Super Power"
Ben-To,"Action, Comedy, Martial Arts"
Ben-To Picture Drama,Comedy
Benkei tai Ushiwaka,"Action, Comedy"
Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
Berserk (2016),"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
Berserk: Ougon Jidai-hen I - Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural"
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
Berserk: Ougon Jidai-hen III - Kourin,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
Betsu ni Anta no Tame ni Ookiku Nattan Janain Dakara ne!!,Hentai
Betterman,"Action, Adventure, Comedy, Drama, Horror, Mecha, Mystery, Psychological, Sci-Fi, Shounen"
Bi-Indoushi Miija: Injoku no Gakuen,Hentai
Bi-chiku Beach: Nangoku Nyuujoku Satsueikai,Hentai
Bible Black,Hentai
Bible Black Gaiden,"Hentai, Supernatural"
Bible Black Only Version,Hentai
Bible Black: Imari Ryoujoku Genba,Hentai
Bible Black: New Testament,Hentai
Bible Black: New Testament Recap,Hentai
Big Order,"Action, Shounen, Super Power"
Big Order (TV),"Action, Shounen, Super Power"
Big Wars: Kami Utsu Akaki Kouya ni,"Action, Military, Sci-Fi, Space"
Bihada Ichizoku,"Drama, Parody, Shoujo"
Bijukubo,Hentai
Bikini Warriors,"Comedy, Ecchi, Fantasy, Parody"
Bikini Warriors Special,"Comedy, Ecchi, Fantasy, Parody, Yuri"
Bikyaku Seido Kaichou Ai,Hentai
Binan Koukou Chikyuu Bouei-bu LOVE!,"Comedy, Magic, School, Slice of Life"
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,"Comedy, Magic, School, Slice of Life"
Binbou Shimai Monogatari,"Comedy, Drama, Seinen, Slice of Life"
Binbougami ga!,"Comedy, Parody, Shounen, Supernatural"
Binchou-tan,"Comedy, Slice of Life"
Binetsu Hime: Zange no Shou,Hentai
Binetsu Shoukougun,Hentai
Binetsukko ♭37℃ The Animation,"Harem, Hentai, School"
Binkan Athlete,Hentai
Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life"
Bio Hunter,"Action, Demons, Horror"
Biohazard 4: Incubate,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller"
Biohazard 4D-Executer,"Action, Adventure, Horror, Military"
Biohazard: Damnation,"Action, Horror, Sci-Fi"
Biohazard: Degeneration,"Action, Horror, Sci-Fi"
Birth,"Action, Adventure, Comedy, Sci-Fi"
Birthday Boy,"Action, Drama, Historical, Military"
Bishoujo Comic Lolicon Angel: Mitsu no Aji,Hentai
Bishoujo Mobage: Mobami-chan,Fantasy
Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon Crystal Season III,"Demons, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon Memorial,"Demons, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Shoujo
Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon SuperS,"Drama, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,"Comedy, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon SuperS Special,"Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo"
Bishoujo Senshi Sailor Moon: Sailor Stars,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
Bishoujo Yuugi Unit Crane Game Girls,"Comedy, Game, Space"
Bit the Cupid,Comedy
Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire"
Black Bullet,"Action, Mystery, Sci-Fi, Seinen"
Black Bullet: Tenchuu＊Girls,Fantasy
Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power"
Black Cat Special,"Action, Comedy, Shounen"
Black Gate: Kanin no Gakuen,"Fantasy, Hentai, Supernatural"
Black Jack,Drama
Black Jack (TV),Drama
Black Jack (TV): Hizouban Specials,Adventure
Black Jack 21,"Action, Drama"
Black Jack ONA,Drama
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,Drama
Black Jack the Movie,Drama
Black Jack: Dr. Pinoko no Mori no Bouken,Comedy
Black Jack: Futari no Kuroi Isha,Drama
Black Jack: Heian Sento,Shounen
Black Jack: Karte NG Extras,Comedy
Black Jack: Sora kara Kita Kodomo,Drama
Black Lagoon,"Action, Seinen"
Black Lagoon Omake,Comedy
Black Lagoon: Roberta&#039;s Blood Trail,"Action, Seinen"
Black Lagoon: The Second Barrage,"Action, Seinen"
Black Magic M-66,"Action, Mecha, Military, Sci-Fi"
Black Ocean,Music
Black★Rock Shooter,"Action, Music"
Black★Rock Shooter (OVA),"Action, Drama, School, Slice of Life"
Black★Rock Shooter (TV),"Action, Drama, School, Slice of Life"
Blade,"Action, Drama, Horror, Vampire"
Blade &amp; Soul,"Action, Adventure, Fantasy, Martial Arts"
Blade &amp; Soul Specials,Comedy
Blade of the Immortal,"Action, Adventure, Historical, Samurai, Supernatural"
Blame!,"Mecha, Sci-Fi"
Blame! Prologue,"Action, Mecha, Sci-Fi"
Blame! Special,"Mecha, Sci-Fi"
Blassreiter,"Action, Sci-Fi"
Blassreiter: Navi,"Action, Sci-Fi"
BlazBlue: Alter Memory,"Action, Fantasy"
BlazBlue: Alter Memory Specials,Comedy
Bleach,"Action, Comedy, Shounen, Super Power, Supernatural"
Bleach Movie 1: Memories of Nobody,"Action, Adventure, Super Power"
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action, Adventure, Shounen, Supernatural"
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural"
Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural"
Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural"
Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural"
Blind Night,Hentai
Blood Lad,"Action, Comedy, Demons, Seinen, Supernatural, Vampire"
Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire"
Blood Royale,Hentai
Blood+,"Action, Drama, Horror, Military, Mystery, Supernatural, Vampire"
Blood-C,"Action, Horror, School, Supernatural, Vampire"
Blood-C: None-None Gekijou,"Comedy, Parody"
Blood-C: Special Edition,"Action, Horror, School, Supernatural, Vampire"
Blood-C: The Last Dark,"Action, Horror, Supernatural, Vampire"
Blood: The Last Vampire,"Horror, Supernatural, Vampire"
Bloods: Inraku no Ketsuzoku 2,Hentai
Bloody Date,Horror
Bloody Night,"Horror, Psychological, Supernatural, Thriller"
Blossom,Music
Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural"
Blue Dragon: Tenkai no Shichi Ryuu,"Adventure, Comedy, Fantasy, Supernatural"
Blue Drop: Tenshi-tachi no Gikyoku,"Drama, Sci-Fi, Shoujo Ai"
Blue Gender,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space"
Blue Gender: The Warrior,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space"
Blue Remains,"Adventure, Sci-Fi"
Blue Seed,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi"
Blue Seed 1.5,"Comedy, Romance, Sci-Fi"
Blue Seed 2,"Action, Comedy, Drama, Ecchi, Horror, Mystery, Sci-Fi, Supernatural"
